course_code,course_name,section_name,session_date,student_code,student_name,attendance_status,minutes_late,source,week_number,day_of_week,session_start_time,course_load
PHY101,Physics I,Section 2,2026-02-07,S4130,Synthetic Student 4130,present,0,qr,8,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-02-16,S4053,Synthetic Student 4053,absent,2,qr,4,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-04-27,S4149,Synthetic Student 4149,present,0,qr,10,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-05-09,S4173,Synthetic Student 4173,present,1,qr,7,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-02-23,S4025,Synthetic Student 4025,absent,0,qr,3,Saturday,10:00,5
STAT101,Statistics I,Section 2,2026-05-09,S4179,Synthetic Student 4179,absent,0,qr,10,Monday,09:00,2
STAT101,Statistics I,Section 3,2026-04-20,S4120,Synthetic Student 4120,present,0,qr,11,Saturday,10:00,3
CS101,Intro to Programming,Section 1,2026-03-09,S4133,Synthetic Student 4133,present,2,qr,2,Monday,09:00,2
MATH101,Calculus I,Section 3,2026-02-09,S4164,Synthetic Student 4164,present,0,qr,1,Monday,09:00,4
MATH101,Calculus I,Section 2,2026-03-02,S4044,Synthetic Student 4044,present,0,qr,10,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-03-23,S4122,Synthetic Student 4122,present,0,qr,7,Saturday,10:00,3
PHY101,Physics I,Section 1,2026-04-11,S4167,Synthetic Student 4167,present,0,qr,10,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-04-25,S4011,Synthetic Student 4011,absent,0,qr,5,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-21,S4136,Synthetic Student 4136,excused,0,manual,10,Wednesday,14:00,4
MATH101,Calculus I,Section 2,2026-05-09,S4160,Synthetic Student 4160,present,0,qr,1,Monday,09:00,5
PHY101,Physics I,Section 3,2026-03-16,S4046,Synthetic Student 4046,present,0,qr,6,Wednesday,14:00,3
STAT101,Statistics I,Section 3,2026-03-14,S4128,Synthetic Student 4128,present,0,qr,6,Monday,09:00,5
PHY101,Physics I,Section 2,2026-03-28,S4003,Synthetic Student 4003,present,2,qr,3,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-03-30,S4043,Synthetic Student 4043,present,0,qr,8,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-04-13,S4061,Synthetic Student 4061,present,2,qr,1,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-04-06,S4173,Synthetic Student 4173,present,1,qr,5,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-11,S4001,Synthetic Student 4001,late,7,qr,13,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-02-07,S4031,Synthetic Student 4031,absent,0,qr,10,Sunday,12:00,5
STAT101,Statistics I,Section 3,2026-04-18,S4144,Synthetic Student 4144,present,1,qr,9,Wednesday,14:00,3
MATH101,Calculus I,Section 3,2026-02-09,S4076,Synthetic Student 4076,present,2,qr,4,Saturday,09:00,4
CS101,Intro to Programming,Section 1,2026-02-09,S4059,Synthetic Student 4059,present,0,qr,9,Saturday,09:00,3
CS101,Intro to Programming,Section 3,2026-03-14,S4035,Synthetic Student 4035,present,0,qr,9,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-02-16,S4135,Synthetic Student 4135,absent,0,qr,9,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-02-16,S4071,Synthetic Student 4071,late,3,qr,8,Wednesday,14:00,2
STAT101,Statistics I,Section 2,2026-04-04,S4025,Synthetic Student 4025,late,8,qr,5,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-23,S4014,Synthetic Student 4014,present,2,qr,8,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-03-09,S4144,Synthetic Student 4144,present,0,qr,14,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-03-02,S4123,Synthetic Student 4123,excused,0,manual,14,Sunday,12:00,5
MATH101,Calculus I,Section 2,2026-05-09,S4079,Synthetic Student 4079,present,0,qr,14,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-04-11,S4176,Synthetic Student 4176,absent,0,qr,7,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-03-16,S4139,Synthetic Student 4139,late,14,qr,14,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-23,S4052,Synthetic Student 4052,absent,0,qr,1,Saturday,10:00,3
PHY101,Physics I,Section 2,2026-02-21,S4092,Synthetic Student 4092,present,0,qr,7,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-02,S4042,Synthetic Student 4042,present,2,qr,8,Sunday,12:00,5
PHY101,Physics I,Section 1,2026-03-09,S4101,Synthetic Student 4101,absent,0,qr,1,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-02-14,S4115,Synthetic Student 4115,present,0,qr,2,Monday,09:00,4
CS101,Intro to Programming,Section 3,2026-04-20,S4165,Synthetic Student 4165,present,0,qr,13,Saturday,10:00,3
MATH101,Calculus I,Section 3,2026-04-20,S4140,Synthetic Student 4140,absent,0,qr,13,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-04-11,S4106,Synthetic Student 4106,late,3,qr,4,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-03-30,S4065,Synthetic Student 4065,present,0,qr,13,Sunday,12:00,5
MATH101,Calculus I,Section 3,2026-04-18,S4148,Synthetic Student 4148,present,1,qr,7,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-03-07,S4092,Synthetic Student 4092,present,0,qr,8,Wednesday,12:00,3
CS101,Intro to Programming,Section 1,2026-04-25,S4064,Synthetic Student 4064,absent,0,qr,3,Saturday,10:00,4
MATH101,Calculus I,Section 3,2026-03-09,S4073,Synthetic Student 4073,absent,0,qr,14,Monday,09:00,2
PHY101,Physics I,Section 1,2026-04-13,S4027,Synthetic Student 4027,present,0,qr,11,Wednesday,14:00,3
MATH101,Calculus I,Section 2,2026-03-02,S4030,Synthetic Student 4030,present,2,qr,3,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-21,S4065,Synthetic Student 4065,present,0,qr,1,Wednesday,14:00,2
PHY101,Physics I,Section 3,2026-05-02,S4136,Synthetic Student 4136,present,0,qr,2,Sunday,09:00,2
PHY101,Physics I,Section 1,2026-04-18,S4036,Synthetic Student 4036,absent,0,qr,13,Saturday,14:00,5
CS101,Intro to Programming,Section 3,2026-05-11,S4076,Synthetic Student 4076,present,2,qr,10,Wednesday,14:00,3
MATH101,Calculus I,Section 2,2026-02-16,S4137,Synthetic Student 4137,present,2,qr,8,Wednesday,14:00,4
MATH101,Calculus I,Section 3,2026-03-09,S4044,Synthetic Student 4044,present,2,qr,8,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-02-28,S4122,Synthetic Student 4122,absent,2,qr,8,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-02-09,S4142,Synthetic Student 4142,present,0,qr,11,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-11,S4145,Synthetic Student 4145,present,0,qr,10,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-11,S4141,Synthetic Student 4141,late,7,qr,10,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-03-07,S4145,Synthetic Student 4145,present,0,qr,4,Wednesday,12:00,2
MATH101,Calculus I,Section 2,2026-02-28,S4020,Synthetic Student 4020,late,18,qr,3,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-03-14,S4007,Synthetic Student 4007,late,3,qr,6,Monday,09:00,5
CS101,Intro to Programming,Section 1,2026-03-30,S4148,Synthetic Student 4148,late,3,qr,5,Sunday,12:00,4
CS101,Intro to Programming,Section 1,2026-03-09,S4130,Synthetic Student 4130,absent,0,qr,2,Monday,09:00,2
PHY101,Physics I,Section 1,2026-03-23,S4048,Synthetic Student 4048,present,2,qr,2,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-21,S4106,Synthetic Student 4106,late,6,qr,2,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-02,S4126,Synthetic Student 4126,present,0,qr,7,Sunday,12:00,5
MATH101,Calculus I,Section 2,2026-02-23,S4059,Synthetic Student 4059,absent,0,qr,3,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-02-07,S4053,Synthetic Student 4053,absent,0,manual,10,Sunday,10:00,3
PHY101,Physics I,Section 1,2026-05-09,S4067,Synthetic Student 4067,present,1,qr,11,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-04-04,S4017,Synthetic Student 4017,present,0,qr,1,Sunday,12:00,3
STAT101,Statistics I,Section 3,2026-03-14,S4062,Synthetic Student 4062,present,1,qr,13,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-04-06,S4021,Synthetic Student 4021,absent,0,qr,13,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-03-28,S4164,Synthetic Student 4164,present,0,qr,7,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-05-04,S4152,Synthetic Student 4152,present,0,qr,13,Monday,09:00,5
PHY101,Physics I,Section 3,2026-04-25,S4124,Synthetic Student 4124,excused,0,manual,8,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-04-20,S4139,Synthetic Student 4139,absent,2,qr,10,Saturday,10:00,3
MATH101,Calculus I,Section 2,2026-03-23,S4018,Synthetic Student 4018,absent,2,qr,7,Saturday,10:00,2
CS101,Intro to Programming,Section 1,2026-04-27,S4065,Synthetic Student 4065,present,0,qr,6,Sunday,10:00,4
STAT101,Statistics I,Section 1,2026-02-07,S4179,Synthetic Student 4179,present,0,qr,7,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-04-18,S4156,Synthetic Student 4156,present,0,qr,10,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-05-02,S4068,Synthetic Student 4068,present,0,qr,14,Sunday,12:00,2
CS101,Intro to Programming,Section 2,2026-02-21,S4012,Synthetic Student 4012,absent,0,qr,3,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-23,S4026,Synthetic Student 4026,absent,1,qr,13,Saturday,10:00,3
STAT101,Statistics I,Section 1,2026-03-07,S4058,Synthetic Student 4058,present,2,qr,6,Sunday,12:00,2
MATH101,Calculus I,Section 3,2026-03-07,S4055,Synthetic Student 4055,present,0,qr,12,Sunday,12:00,2
MATH101,Calculus I,Section 3,2026-04-20,S4037,Synthetic Student 4037,absent,0,qr,7,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-03-21,S4032,Synthetic Student 4032,absent,0,qr,13,Wednesday,14:00,3
PHY101,Physics I,Section 3,2026-04-27,S4168,Synthetic Student 4168,present,0,qr,12,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-02-14,S4094,Synthetic Student 4094,excused,2,manual,1,Monday,12:00,3
PHY101,Physics I,Section 1,2026-04-13,S4075,Synthetic Student 4075,present,0,qr,1,Sunday,14:00,3
STAT101,Statistics I,Section 1,2026-02-23,S4071,Synthetic Student 4071,present,1,qr,10,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-04-18,S4124,Synthetic Student 4124,absent,0,qr,4,Wednesday,14:00,3
PHY101,Physics I,Section 1,2026-03-21,S4022,Synthetic Student 4022,present,2,qr,2,Wednesday,14:00,4
PHY101,Physics I,Section 2,2026-02-14,S4010,Synthetic Student 4010,present,0,qr,9,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-04,S4166,Synthetic Student 4166,late,18,qr,5,Sunday,12:00,3
MATH101,Calculus I,Section 2,2026-05-09,S4088,Synthetic Student 4088,present,0,qr,11,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-02-28,S4116,Synthetic Student 4116,present,0,qr,10,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-02-28,S4066,Synthetic Student 4066,absent,1,qr,8,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-03-28,S4035,Synthetic Student 4035,present,0,qr,8,Saturday,10:00,5
PHY101,Physics I,Section 3,2026-04-25,S4049,Synthetic Student 4049,late,2,qr,9,Saturday,10:00,4
PHY101,Physics I,Section 3,2026-05-02,S4143,Synthetic Student 4143,present,0,qr,8,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-04-20,S4140,Synthetic Student 4140,present,1,qr,9,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-02-16,S4128,Synthetic Student 4128,present,0,qr,2,Wednesday,14:00,4
PHY101,Physics I,Section 2,2026-02-23,S4086,Synthetic Student 4086,late,9,qr,7,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-04-06,S4149,Synthetic Student 4149,absent,0,qr,14,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-05-09,S4145,Synthetic Student 4145,present,0,qr,12,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-03-21,S4050,Synthetic Student 4050,absent,2,qr,3,Wednesday,14:00,3
MATH101,Calculus I,Section 1,2026-04-04,S4168,Synthetic Student 4168,present,0,qr,9,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-05-09,S4027,Synthetic Student 4027,present,0,qr,7,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-05-11,S4169,Synthetic Student 4169,absent,0,qr,6,Wednesday,14:00,2
PHY101,Physics I,Section 2,2026-02-09,S4138,Synthetic Student 4138,present,2,qr,12,Monday,09:00,5
CS101,Intro to Programming,Section 2,2026-02-23,S4012,Synthetic Student 4012,absent,0,manual,3,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-03-09,S4157,Synthetic Student 4157,present,0,qr,4,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-05-04,S4148,Synthetic Student 4148,absent,0,qr,13,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-13,S4076,Synthetic Student 4076,absent,0,manual,13,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-03-09,S4077,Synthetic Student 4077,present,0,qr,10,Monday,09:00,2
PHY101,Physics I,Section 3,2026-05-02,S4102,Synthetic Student 4102,present,0,manual,10,Sunday,12:00,2
STAT101,Statistics I,Section 2,2026-04-11,S4131,Synthetic Student 4131,present,0,qr,14,Saturday,09:00,2
PHY101,Physics I,Section 1,2026-04-18,S4131,Synthetic Student 4131,present,2,qr,9,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-02-28,S4023,Synthetic Student 4023,present,0,qr,13,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-04-25,S4007,Synthetic Student 4007,present,0,qr,14,Sunday,10:00,4
STAT101,Statistics I,Section 1,2026-02-28,S4041,Synthetic Student 4041,late,8,qr,5,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-02-07,S4138,Synthetic Student 4138,present,2,qr,5,Sunday,12:00,5
PHY101,Physics I,Section 1,2026-04-13,S4057,Synthetic Student 4057,present,0,qr,5,Wednesday,14:00,3
MATH101,Calculus I,Section 3,2026-02-09,S4113,Synthetic Student 4113,late,12,qr,12,Monday,09:00,4
MATH101,Calculus I,Section 1,2026-05-02,S4006,Synthetic Student 4006,present,0,qr,14,Sunday,12:00,2
STAT101,Statistics I,Section 1,2026-03-07,S4140,Synthetic Student 4140,absent,2,qr,4,Sunday,12:00,2
MATH101,Calculus I,Section 1,2026-04-06,S4055,Synthetic Student 4055,present,0,qr,6,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-20,S4052,Synthetic Student 4052,late,13,qr,2,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-23,S4178,Synthetic Student 4178,present,0,qr,3,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-05-02,S4101,Synthetic Student 4101,present,0,qr,10,Monday,12:00,2
PHY101,Physics I,Section 1,2026-04-20,S4137,Synthetic Student 4137,present,0,qr,10,Saturday,10:00,5
MATH101,Calculus I,Section 1,2026-05-04,S4141,Synthetic Student 4141,excused,0,manual,4,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-05-04,S4140,Synthetic Student 4140,present,0,qr,2,Monday,09:00,2
STAT101,Statistics I,Section 3,2026-03-14,S4171,Synthetic Student 4171,absent,0,qr,6,Monday,09:00,5
CS101,Intro to Programming,Section 1,2026-02-09,S4086,Synthetic Student 4086,late,2,qr,6,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-04-11,S4063,Synthetic Student 4063,late,19,qr,9,Monday,09:00,2
CS101,Intro to Programming,Section 1,2026-04-25,S4155,Synthetic Student 4155,present,1,qr,12,Sunday,10:00,4
MATH101,Calculus I,Section 3,2026-04-25,S4120,Synthetic Student 4120,present,0,qr,2,Saturday,12:00,4
STAT101,Statistics I,Section 2,2026-04-13,S4174,Synthetic Student 4174,absent,1,qr,5,Wednesday,14:00,2
MATH101,Calculus I,Section 2,2026-02-21,S4073,Synthetic Student 4073,absent,0,qr,8,Wednesday,14:00,5
CS101,Intro to Programming,Section 2,2026-04-13,S4146,Synthetic Student 4146,absent,0,qr,11,Wednesday,14:00,5
CS101,Intro to Programming,Section 1,2026-03-09,S4009,Synthetic Student 4009,absent,0,qr,5,Monday,09:00,2
PHY101,Physics I,Section 2,2026-04-04,S4036,Synthetic Student 4036,late,17,qr,14,Sunday,12:00,2
STAT101,Statistics I,Section 3,2026-03-16,S4160,Synthetic Student 4160,late,0,qr,3,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-21,S4049,Synthetic Student 4049,late,19,qr,5,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-02-16,S4000,Synthetic Student 4000,present,1,qr,10,Wednesday,14:00,2
MATH101,Calculus I,Section 3,2026-04-18,S4095,Synthetic Student 4095,present,0,qr,14,Wednesday,14:00,4
CS101,Intro to Programming,Section 3,2026-04-06,S4173,Synthetic Student 4173,present,0,qr,9,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-27,S4041,Synthetic Student 4041,absent,0,qr,1,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-04-13,S4108,Synthetic Student 4108,present,2,manual,7,Wednesday,14:00,5
STAT101,Statistics I,Section 2,2026-05-04,S4093,Synthetic Student 4093,absent,0,qr,4,Saturday,09:00,2
STAT101,Statistics I,Section 1,2026-03-07,S4063,Synthetic Student 4063,present,0,qr,9,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-04-20,S4003,Synthetic Student 4003,absent,1,qr,7,Saturday,10:00,5
STAT101,Statistics I,Section 2,2026-05-02,S4135,Synthetic Student 4135,present,2,qr,7,Sunday,12:00,2
CS101,Intro to Programming,Section 3,2026-05-02,S4015,Synthetic Student 4015,absent,0,qr,14,Sunday,12:00,5
PHY101,Physics I,Section 2,2026-02-23,S4127,Synthetic Student 4127,present,0,qr,6,Saturday,10:00,5
STAT101,Statistics I,Section 2,2026-05-09,S4020,Synthetic Student 4020,late,18,qr,11,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-04-06,S4148,Synthetic Student 4148,present,2,qr,14,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-02-09,S4072,Synthetic Student 4072,present,2,qr,2,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-04-27,S4093,Synthetic Student 4093,present,2,qr,7,Sunday,14:00,4
CS101,Intro to Programming,Section 3,2026-02-16,S4141,Synthetic Student 4141,present,0,qr,2,Wednesday,14:00,3
PHY101,Physics I,Section 1,2026-05-11,S4165,Synthetic Student 4165,present,0,qr,1,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-04-11,S4112,Synthetic Student 4112,absent,0,qr,14,Monday,09:00,3
CS101,Intro to Programming,Section 2,2026-04-11,S4070,Synthetic Student 4070,present,0,qr,5,Monday,09:00,5
PHY101,Physics I,Section 1,2026-03-09,S4042,Synthetic Student 4042,present,0,qr,6,Sunday,09:00,3
PHY101,Physics I,Section 2,2026-03-30,S4168,Synthetic Student 4168,present,0,qr,13,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-03-09,S4058,Synthetic Student 4058,absent,0,qr,2,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-25,S4062,Synthetic Student 4062,present,0,qr,12,Saturday,10:00,4
CS101,Intro to Programming,Section 2,2026-03-02,S4012,Synthetic Student 4012,present,0,qr,9,Sunday,12:00,3
MATH101,Calculus I,Section 2,2026-03-21,S4002,Synthetic Student 4002,present,0,qr,2,Wednesday,14:00,2
CS101,Intro to Programming,Section 2,2026-04-13,S4158,Synthetic Student 4158,present,0,qr,4,Wednesday,14:00,5
CS101,Intro to Programming,Section 1,2026-02-07,S4139,Synthetic Student 4139,absent,0,qr,3,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-05-02,S4053,Synthetic Student 4053,late,17,qr,3,Sunday,12:00,5
MATH101,Calculus I,Section 3,2026-04-27,S4045,Synthetic Student 4045,late,9,qr,10,Sunday,12:00,4
PHY101,Physics I,Section 2,2026-02-14,S4005,Synthetic Student 4005,absent,0,qr,4,Monday,09:00,5
CS101,Intro to Programming,Section 1,2026-03-30,S4067,Synthetic Student 4067,late,17,qr,3,Sunday,12:00,4
MATH101,Calculus I,Section 3,2026-03-09,S4145,Synthetic Student 4145,present,0,qr,12,Monday,09:00,2
MATH101,Calculus I,Section 3,2026-02-07,S4028,Synthetic Student 4028,present,0,qr,9,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-02-14,S4003,Synthetic Student 4003,present,2,qr,8,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-03-16,S4069,Synthetic Student 4069,present,1,qr,2,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-16,S4149,Synthetic Student 4149,absent,0,qr,3,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-05-11,S4128,Synthetic Student 4128,present,0,qr,9,Wednesday,14:00,5
STAT101,Statistics I,Section 2,2026-05-09,S4082,Synthetic Student 4082,absent,1,qr,3,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-04-20,S4090,Synthetic Student 4090,present,0,qr,4,Saturday,10:00,3
MATH101,Calculus I,Section 1,2026-05-04,S4152,Synthetic Student 4152,present,2,qr,11,Monday,09:00,2
CS101,Intro to Programming,Section 1,2026-04-27,S4116,Synthetic Student 4116,present,0,qr,12,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-03-09,S4042,Synthetic Student 4042,present,0,qr,6,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-05-02,S4078,Synthetic Student 4078,present,0,qr,10,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-02-28,S4150,Synthetic Student 4150,absent,0,qr,2,Saturday,10:00,5
PHY101,Physics I,Section 3,2026-05-02,S4124,Synthetic Student 4124,late,5,qr,12,Sunday,12:00,2
STAT101,Statistics I,Section 2,2026-05-02,S4071,Synthetic Student 4071,present,0,qr,14,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-04-18,S4080,Synthetic Student 4080,absent,0,qr,11,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-07,S4037,Synthetic Student 4037,absent,0,qr,8,Sunday,12:00,5
PHY101,Physics I,Section 2,2026-02-09,S4071,Synthetic Student 4071,present,0,qr,1,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-05-02,S4021,Synthetic Student 4021,absent,0,qr,6,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-02-21,S4037,Synthetic Student 4037,absent,2,qr,14,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-21,S4133,Synthetic Student 4133,excused,2,manual,11,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-04-04,S4156,Synthetic Student 4156,late,13,qr,1,Sunday,12:00,3
MATH101,Calculus I,Section 3,2026-04-18,S4178,Synthetic Student 4178,present,0,qr,11,Wednesday,14:00,4
